rank,name,page,source_page,line_x,line_y,rough_x,rough_y,dx,dy,line_ink,edge_f1,chamfer,match_score,decision,notes,vlm_same_region,vlm_usable,vlm_score,vlm_reason,vlm_decision
464,kuripm_0019_l1440_5040_r1264_5056.jpg,0019,page0019.clip,1440,5040,1264,5056,-176,16,0.08176649305555556,0.41859287262139383,11.925375938415527,0.33508703709806253,,,True,True,5.0,"Regions align precisely, no structural mismatch.",accept
465,kuripm_0009_l3600_0720_r3600_0744.jpg,0009,page0009.clip,3600,720,3600,744,0,24,0.056480034722222225,0.42352221263088374,12.030318260192871,0.33387064340972605,,,True,True,5.0,Consistent facial region alignment,accept
466,kuripm_0011_l2880_0720_r2968_0872.jpg,0011,page0011.clip,2880,720,2968,872,88,152,0.050269097222222225,0.42124827782968655,11.679163932800293,0.3317060912280476,,,True,True,5.0,Rough and line align perfectly in facial features.,accept
467,kuripm_0025_l2160_5760_r2080_5624.jpg,0025,page0025.clip,2160,5760,2080,5624,-80,-136,0.03556423611111111,0.4402896119044694,12.179351806640625,0.32950174678421706,,,True,True,5.0,Sketch and line align closely in facial features and structure.,accept
468,kuripm_0026_l2880_2880_r2816_2832.jpg,0026,page0026.clip,2880,2880,2816,2832,-64,-48,0.034817708333333336,0.4149626919716487,11.666301012039185,0.3204841750069808,,,False,False,1.0,"Regions mismatched, not aligned",reject
469,kuripm_0008_l4320_2880_r4184_2776.jpg,0008,page0008.clip,4320,2880,4184,2776,-136,-104,0.0116796875,0.4445986504581076,11.860384464263916,0.3191259429419101,,,True,True,5.0,Rough and line align precisely in structure and orientation.,accept
470,kuripm_0030_l4320_3600_r4296_3696.jpg,0030,page0030.clip,4320,3600,4296,3696,-24,96,0.02749565972222222,0.4873413683724325,12.611777305603027,0.3182667388765329,,,True,True,5.0,"Rough and line align precisely, matching local structure.",accept
471,kuripm_0013_l2880_3600_r2768_3792.jpg,0013,page0013.clip,2880,3600,2768,3792,-112,192,0.05580295138888889,0.4353954567956882,12.14031171798706,0.31724612767722926,,,True,True,5.0,"Regions align precisely, no misalignment or mismatched body parts.",accept
472,kuripm_0026_l0720_4320_r0784_4400.jpg,0026,page0026.clip,720,4320,784,4400,64,80,0.0528125,0.40984388280453193,10.754362106323242,0.311530609684929,,,True,True,5.0,Rough and line align perfectly in form and structure.,accept
473,kuripm_0005_l4320_4320_r4312_4480.jpg,0005,page0005.clip,4320,4320,4312,4480,-8,160,0.03552951388888889,0.4176360908628214,11.94221830368042,0.3096105200995988,,,True,True,5.0,Rough and line align closely in form and structure.,accept
474,kuripm_0026_l1440_0720_r1344_0640.jpg,0026,page0026.clip,1440,720,1344,640,-96,-80,0.06593315972222222,0.40379138032152295,11.56637191772461,0.3088128422465156,,,True,True,5.0,"Regions align precisely, no structural mismatch.",accept
475,kuripm_0021_l4481_2160_r4465_2320.jpg,0021,page0021.clip,4481,2160,4465,2320,-16,160,0.031371527777777776,0.44153220200747006,11.199905157089233,0.30823110350541194,,,False,False,1.0,"Regions mismatched, no clear correspondence",reject
476,kuripm_0013_l1440_0720_r1288_0912.jpg,0013,page0013.clip,1440,720,1288,912,-152,192,0.045625,0.41708019479532954,11.770906448364258,0.30621778523292253,,,True,True,5.0,"Sketch and line align precisely on facial features and hand, with clear overlay matching.",accept
477,kuripm_0031_l0720_4320_r0872_4480.jpg,0031,page0031.clip,720,4320,872,4480,152,160,0.04377170138888889,0.45333047167201423,12.002237796783447,0.3035031975730301,,,False,False,1.0,"Regions mismatched, no clear correspondence",reject
478,kuripm_0022_l2160_4320_r2344_4496.jpg,0022,page0022.clip,2160,4320,2344,4496,184,176,0.05649305555555555,0.40373183539627366,11.232344150543213,0.3030474801969716,,,True,True,5.0,Rough and line align perfectly in form and detail.,accept
479,kuripm_0033_l0000_3600_r0184_3648.jpg,0033,page0033.clip,0,3600,184,3648,184,48,0.018485243055555555,0.40348104301514864,10.957629203796387,0.30002782793594546,,,True,True,5.0,"Rough and line align precisely, overlay confirms matching region.",accept
480,kuripm_0001_l2160_5040_r2192_5216.jpg,0001,page0001.clip,2160,5040,2192,5216,32,176,0.05370225694444444,0.41846249496791943,11.809264183044434,0.29863754108783336,,,False,False,1.0,"Regions mismatched, no clear correspondence",reject
481,kuripm_0035_l3600_5040_r3680_5232.jpg,0035,page0035.clip,3600,5040,3680,5232,80,192,0.08452256944444445,0.41180142630167604,11.095168590545654,0.29688377686170286,,,True,True,5.0,Rough and line align precisely on facial features and hair strands.,accept
482,kuripm_0009_l2880_6480_r2888_6448.jpg,0009,page0009.clip,2880,6480,2888,6448,8,-32,0.017035590277777776,0.36633788918736526,9.716302514076233,0.292292374905511,,,False,False,1.0,"Regions mismatched, not aligned",reject
483,kuripm_0035_l3600_3600_r3680_3792.jpg,0035,page0035.clip,3600,3600,3680,3792,80,192,0.03144965277777778,0.42120731341265094,11.950809478759766,0.2835340398528573,,,False,False,1.0,Different body parts/objects,reject
484,kuripm_0001_l2160_5760_r2216_5736.jpg,0001,page0001.clip,2160,5760,2216,5736,56,-24,0.05667534722222222,0.42863312126470016,12.081550359725952,0.2834630718351733,,,True,True,5.0,Rough and line align precisely on hand anatomy.,accept
485,kuripm_0027_l4320_5040_r4480_4864.jpg,0027,page0027.clip,4320,5040,4480,4864,160,-176,0.040581597222222224,0.4453359995168346,12.686652183532715,0.2831172914795125,,,False,False,1.0,"Regions mismatched, not aligned",reject
486,kuripm_0010_l3600_5040_r3728_5088.jpg,0010,page0010.clip,3600,5040,3728,5088,128,48,0.06504340277777777,0.4435548817657548,12.075443744659424,0.28274899695807676,,,True,True,5.0,Aligns anatomically and structurally,accept
487,kuripm_0036_l3600_5040_r3712_5216.jpg,0036,page0036.clip,3600,5040,3712,5216,112,176,0.052052951388888886,0.3931490664362369,10.707481384277344,0.2779129664342472,,,True,True,5.0,"Rough and line align precisely, matching anatomical structure and orientation.",accept
488,kuripm_0001_l1440_4320_r1576_4288.jpg,0001,page0001.clip,1440,4320,1576,4288,136,-32,0.040924479166666666,0.47585156464984657,13.15121841430664,0.27531714467002455,,,False,False,1.0,"Regions mismatched, not aligned",reject
489,kuripm_0029_l0000_0720_r0136_0816.jpg,0029,page0029.clip,0,720,136,816,136,96,0.018198784722222222,0.4793205796581908,13.420537948608398,0.2690042128242268,,,False,False,1.0,"Mismatched regions, poor alignment",reject
490,kuripm_0029_l0720_4320_r0880_4392.jpg,0029,page0029.clip,720,4320,880,4392,160,72,0.02606770833333333,0.48551678958940175,13.256697177886963,0.2687775040089466,,,True,True,5.0,Sketch and line align closely in form and structure.,accept
491,kuripm_0035_l4320_3600_r4240_3512.jpg,0035,page0035.clip,4320,3600,4240,3512,-80,-88,0.15975260416666667,0.4699207652464636,12.191274642944336,0.2648028572436731,,,False,False,1.0,"Regions mismatched, no clear shared drawing area",reject
492,kuripm_0015_l1440_3600_r1608_3408.jpg,0015,page0015.clip,1440,3600,1608,3408,168,-192,0.029895833333333333,0.436796081645271,10.66120982170105,0.2625513312259027,,,True,True,5.0,"Rough and line align precisely, matching anatomical structure and orientation.",accept
493,kuripm_0012_l3600_2880_r3720_3056.jpg,0012,page0012.clip,3600,2880,3720,3056,120,176,0.07601128472222222,0.4041100789671685,11.411445140838623,0.2607178295904533,,,True,True,5.0,Sketch and line align precisely in form and structure.,accept
494,kuripm_0029_l0720_5760_r0896_5792.jpg,0029,page0029.clip,720,5760,896,5792,176,32,0.022981770833333335,0.424045786660041,11.712439060211182,0.25945477984263454,,,False,False,1.0,"Mismatched regions, not aligned",reject
495,kuripm_0018_l2880_2880_r2864_2808.jpg,0018,page0018.clip,2880,2880,2864,2808,-16,-72,0.12021701388888889,0.4486124948936738,12.197157382965088,0.25721707702533214,,,True,True,5.0,Rough and line align perfectly in structure and region.,accept
496,kuripm_0022_l2880_5760_r3072_5888.jpg,0022,page0022.clip,2880,5760,3072,5888,192,128,0.046996527777777776,0.4016448916963419,10.801888942718506,0.2558008466084766,,,True,True,5.0,"Regions align precisely, overlay confirms matching contours.",accept
497,kuripm_0037_l2160_5760_r2272_5592.jpg,0037,page0037.clip,2160,5760,2272,5592,112,-168,0.0203125,0.4363613598281527,12.69429063796997,0.2526784396479702,,,True,True,5.0,Rough and line align perfectly in structure and region.,accept
498,kuripm_0036_l4320_1440_r4368_1248.jpg,0036,page0036.clip,4320,1440,4368,1248,48,-192,0.011254340277777778,0.4677436337187526,11.932679653167725,0.24981287557352022,,,True,True,5.0,Rough and line align perfectly in structure and orientation.,accept
499,kuripm_0022_l3600_1440_r3752_1624.jpg,0022,page0022.clip,3600,1440,3752,1624,152,184,0.11427083333333334,0.41664754093933715,11.782116889953613,0.2491796786472349,,,True,True,5.0,"Regions align precisely, no mismatch in anatomy or structure.",accept
500,kuripm_0022_l1440_2880_r1336_3040.jpg,0022,page0022.clip,1440,2880,1336,3040,-104,160,0.04549045138888889,0.39287544478664177,11.30641508102417,0.24683821023697627,,,True,True,5.0,"Rough and line align precisely, matching facial features and hair structure.",accept
